#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
        1948    -6.64753    -6.64371  0.00482991
        1949    -6.64682    -6.64371  0.00482743
        1950    -6.64577    -6.64371  0.00482496
        1951    -6.64568    -6.64371  0.00482248
        1952    -6.64494    -6.64371  0.00482001
        1953    -6.64386    -6.64371  0.00481755
        1954    -6.64343    -6.64371  0.00481508
        1955    -6.64267    -6.64371  0.00481262
        1956    -6.64222    -6.64371  0.00481016
        1957    -6.64146    -6.64371   0.0048077
        1958    -6.64036    -6.64371  0.00480524
        1959     -6.6396    -6.64371  0.00480279
        1960    -6.63883    -6.64371  0.00480034
        1961    -6.63807     -6.6437  0.00479789
        1962    -6.63764     -6.6437  0.00479545
        1963    -6.63656     -6.6437  0.00479301
        1964    -6.63549    -6.64369  0.00479057
        1965    -6.63507    -6.64369  0.00478813
        1966    -6.63499    -6.64368   0.0047857
        1967    -6.63427    -6.64368  0.00478327
        1968    -6.63421    -6.64367  0.00478084
        1969    -6.63318    -6.64367  0.00477842
        1970    -6.63281    -6.64366  0.00477599
        1971    -6.63181    -6.64366  0.00477357
        1972    -6.63211    -6.64365  0.00477116
        1973    -6.63145    -6.64364  0.00476874
        1974    -6.63048    -6.64364  0.00476633
        1975    -6.62952    -6.64363  0.00476392
        1976    -6.62889    -6.64362  0.00476152
        1977    -6.62926    -6.64362  0.00475912
        1978    -6.62801    -6.64361  0.00475672
        1979    -6.62743     -6.6436  0.00475432
        1980    -6.62718    -6.64359  0.00475193
        1981    -6.62662    -6.64358  0.00474954
        1982    -6.62639    -6.64357  0.00474715
        1983    -6.62585    -6.64357  0.00474476
        1984    -6.62468    -6.64356  0.00474238
        1985    -6.62481    -6.64355     0.00474
        1986    -6.62431    -6.64354  0.00473762
        1987    -6.62381    -6.64353  0.00473525
        1988    -6.62366    -6.64352  0.00473288
        1989    -6.62286    -6.64351  0.00473051
        1990    -6.62272     -6.6435  0.00472814
        1991    -6.62226    -6.64348  0.00472578
        1992    -6.62214    -6.64347  0.00472342
        1993    -6.62203    -6.64346  0.00472106
        1994    -6.62192    -6.64345  0.00471871
        1995    -6.62151    -6.64344  0.00471636
        1996     -6.6211    -6.64343  0.00471401
        1997    -6.62103    -6.64342  0.00471166
        1998    -6.62031    -6.64341  0.00470931
        1999    -6.61993     -6.6434  0.00470697
        2000    -6.61957    -6.64338  0.00470464
